work_year,salary,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,job_area
2022,156400,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,200000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,175000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,185900,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,129300,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,148500,mid,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,98200,mid,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,115000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,95000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,225000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,66000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,185000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,50000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,47280,senior,full_time,Data Scientist,Spain,on_site,Spain,medium,Data
2022,37824,senior,full_time,Data Scientist,Spain,on_site,Spain,medium,Data
2022,134000,mid,full_time,Data Manager,United States,on_site,United States,medium,Data
2022,98000,mid,full_time,Data Manager,United States,on_site,United States,medium,Data
2022,105000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,62000,mid,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,57000,entry,full_time,BI Data Analyst,United States,remote,United States,large,Data
2022,161311,senior,full_time,Big Data Engineer,Canada,hybrid,Canada,medium,Data
2022,144200,mid,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,115360,mid,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,83171,mid,full_time,Data Scientist,Australia,on_site,Australia,large,Data
2022,38154,senior,full_time,Principal Data Architect,India,remote,India,large,Data
2022,73546,senior,full_time,Data Engineer,Portugal,on_site,Portugal,medium,Data
2022,42026,senior,full_time,Data Engineer,Portugal,on_site,Portugal,medium,Data
2022,170000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,150000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,180000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,160000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,108000,mid,full_time,Data Scientist,United States,hybrid,United States,large,Data
2022,200000,senior,full_time,Machine Learning Manager,United States,remote,United States,medium,Machine Learning
2022,150000,senior,full_time,Machine Learning Manager,United States,remote,United States,medium,Machine Learning
2022,125976,executive,full_time,Data Manager,Canada,hybrid,Canada,large,Data
2022,188700,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,160395,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,115934,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,81666,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,300000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,225000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,198440,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,144000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Applied Scientist,United States,remote,United States,medium,Others
2022,141525,senior,full_time,Applied Scientist,United States,remote,United States,medium,Others
2022,50432,senior,full_time,Data Analyst,Spain,on_site,Spain,medium,Data
2022,36773,senior,full_time,Data Analyst,Spain,on_site,Spain,medium,Data
2022,75648,mid,full_time,Data Scientist,Germany,remote,Germany,small,Data
2022,156868,senior,full_time,Lead Data Scientist,United States,remote,United States,large,Data
2022,200000,senior,full_time,Business Intelligence Analyst,Nigeria,remote,Nigeria,small,Business Intelligence
2022,198440,senior,full_time,Data Scientist,United States,on_site,United States,large,Data
2022,144000,senior,full_time,Data Scientist,United States,on_site,United States,large,Data
2022,69344,senior,full_time,Lead Machine Learning Engineer,Portugal,remote,Portugal,large,Machine Learning
2022,90000,senior,contract,Data Analyst,United States,remote,United States,medium,Data
2022,126080,mid,full_time,Research Scientist,Germany,on_site,Germany,small,Research
2022,84053,mid,full_time,Research Scientist,Germany,on_site,Germany,small,Research
2022,200000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,180000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,108000,mid,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,85000,mid,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,210000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,180000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,165000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,132000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,130000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,110000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,45050,mid,full_time,BI Data Analyst,Australia,hybrid,Australia,large,Data
2021,42028,entry,full_time,Data Analyst,Australia,hybrid,Australia,large,Data
2022,135000,mid,full_time,Data Analytics Engineer,United States,remote,United States,large,Data
2022,178800,senior,full_time,Data Engineer,United States,remote,United States,large,Data
2022,132100,senior,full_time,Data Engineer,United States,remote,United States,large,Data
2022,20000,entry,full_time,Data Analyst,Costa Rica,hybrid,United States,medium,Data
2022,140000,senior,full_time,Machine Learning Engineer,Canada,on_site,Canada,medium,Machine Learning
2022,110000,senior,full_time,Machine Learning Engineer,Canada,on_site,Canada,medium,Machine Learning
2022,160000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,85000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,250000,senior,full_time,ETL Developer,United States,remote,United States,medium,Others
2022,63000,senior,full_time,ETL Developer,United States,remote,United States,medium,Others
2022,187200,executive,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,116100,executive,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,200000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,145000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,229998,senior,full_time,Data Engineer,United States,on_site,United States,large,Data
2022,154545,senior,full_time,Data Engineer,United States,on_site,United States,large,Data
2022,215000,senior,full_time,Data Scientist,United States,on_site,United States,large,Data
2022,159000,senior,full_time,Data Scientist,United States,on_site,United States,large,Data
2022,229998,senior,full_time,Data Engineer,United States,on_site,United States,large,Data
2022,154545,senior,full_time,Data Engineer,United States,on_site,United States,large,Data
2022,50000,entry,full_time,AI Scientist,United States,remote,United States,medium,AI
2022,183000,senior,full_time,Data Scientist Lead,United States,remote,United States,large,Data
2022,99750,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,68400,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,236900,senior,full_time,Data Scientist,United States,remote,United States,large,Data
2022,159200,senior,full_time,Data Scientist,United States,remote,United States,large,Data
2022,243225,senior,full_time,Data Science Manager,United States,remote,United States,medium,Data
2022,179775,senior,full_time,Data Science Manager,United States,remote,United States,medium,Data
2022,175000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,150000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,210000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,180000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,148000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,128000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,190000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,135000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,130000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,110000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,160000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,85000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,218000,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,145300,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,195400,senior,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,131300,senior,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,105000,entry,full_time,Data Specialist,Chile,remote,United States,large,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,207000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,153000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,110000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,99000,senior,full_time,Data Analyst,United States,on_site,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,200000,senior,full_time,Machine Learning Engineer,Puerto Rico,remote,Puerto Rico,medium,Machine Learning
2022,135000,senior,full_time,Machine Learning Engineer,Puerto Rico,remote,Puerto Rico,medium,Machine Learning
2022,207000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,153000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,195700,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,130500,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,130000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,84000,senior,full_time,Machine Learning Engineer,United States,remote,United States,medium,Machine Learning
2022,100000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,60000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,80036,mid,full_time,Data Engineer,United Kingdom,remote,United Kingdom,medium,Data
2022,67723,mid,full_time,Data Engineer,United Kingdom,remote,United Kingdom,medium,Data
2022,141300,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,102100,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,50432,senior,full_time,Data Analyst,Spain,on_site,Spain,medium,Data
2022,36773,senior,full_time,Data Analyst,Spain,on_site,Spain,medium,Data
2022,150000,mid,full_time,Business Data Analyst,United States,remote,United States,large,Data
2022,102200,mid,full_time,Data Scientist,United Kingdom,remote,United Kingdom,medium,Data
2022,22892,entry,full_time,Data Scientist,India,hybrid,India,medium,Data
2022,144000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,113000,senior,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,31520,entry,full_time,AI Scientist,Portugal,remote,Spain,medium,AI
2022,195400,senior,full_time,Data Architect,United States,remote,United States,large,Data
2022,131300,senior,full_time,Data Architect,United States,remote,United States,large,Data
2022,195400,senior,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,131300,senior,full_time,Machine Learning Engineer,United States,remote,United States,large,Machine Learning
2022,195400,senior,full_time,Data Architect,United States,remote,United States,large,Data
2022,131300,senior,full_time,Data Architect,United States,remote,United States,large,Data
2022,190000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,135000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,135000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,80000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,160000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,85000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,178800,senior,full_time,Data Engineer,United States,remote,United States,large,Data
2022,132100,senior,full_time,Data Engineer,United States,remote,United States,large,Data
2022,60000,mid,contract,NLP Engineer,India,remote,United States,small,Others
2022,63040,senior,full_time,Machine Learning Engineer,Finland,hybrid,Finland,small,Machine Learning
2022,50000,entry,full_time,Business Data Analyst,India,remote,American Samoa,large,Data
2022,140000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,105000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,80036,mid,full_time,Data Engineer,United Kingdom,remote,United Kingdom,medium,Data
2022,67723,mid,full_time,Data Engineer,United Kingdom,remote,United Kingdom,medium,Data
2022,190000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,140000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,100000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,60000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,180000,senior,full_time,Data Scientist,United States,remote,United States,large,Data
2022,165000,senior,full_time,Data Scientist,United States,remote,United States,large,Data
2022,108000,senior,full_time,Applied Machine Learning Scientist,United States,on_site,United States,large,Machine Learning
2021,20000,entry,full_time,Machine Learning Research Engineer,France,hybrid,France,medium,Machine Learning
2022,190000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,135000,senior,full_time,Data Architect,United States,remote,United States,medium,Data
2022,179400,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,154000,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,193900,senior,full_time,Machine Learning Scientist,United States,on_site,United States,medium,Machine Learning
2022,129300,senior,full_time,Machine Learning Scientist,United States,on_site,United States,medium,Machine Learning
2022,222640,executive,full_time,Data Science Manager,United States,on_site,United States,medium,Data
2022,182160,executive,full_time,Data Science Manager,United States,on_site,United States,medium,Data
2022,150000,mid,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,100000,mid,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,122500,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,100000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,297500,executive,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,260000,executive,full_time,Data Engineer,United States,remote,United States,medium,Data
2021,15000,entry,full_time,Machine Learning Developer,Thailand,remote,Thailand,large,Machine Learning
2022,193000,senior,full_time,Data Engineer,Spain,remote,United States,medium,Data
2022,93000,entry,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,73000,entry,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,100000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,60000,mid,full_time,Data Operations Engineer,United States,remote,United States,medium,Data
2022,136994,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,101570,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,250000,senior,full_time,ETL Developer,United States,remote,United States,medium,Others
2022,63000,senior,full_time,ETL Developer,United States,remote,United States,medium,Others
2022,134000,mid,full_time,Data Manager,United States,on_site,United States,medium,Data
2022,98000,mid,full_time,Data Manager,United States,on_site,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,57786,senior,full_time,Director of Data Science,France,hybrid,France,large,Data
2022,136000,mid,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,112000,mid,full_time,Data Analyst,United States,remote,United States,medium,Data
2022,172000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,140000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,215000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,164000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,300000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,130000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,250000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,63000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,180000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,150000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2021,45390,entry,full_time,Data Engineer,United Kingdom,hybrid,United Kingdom,large,Data
2022,250000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,63000,senior,full_time,Data Engineer,United States,remote,United States,medium,Data
2022,191475,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,141525,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,97500,mid,full_time,Data Analyst,United States,remote,United States,large,Data
2022,212800,senior,full_time,Applied Scientist,United States,remote,United States,medium,Others
2022,142800,senior,full_time,Applied Scientist,United States,remote,United States,medium,Others
2022,73546,mid,full_time,Data Scientist,Netherlands,hybrid,Netherlands,large,Data
2022,50000,entry,full_time,Data Scientist,United States,hybrid,Germany,medium,Data
2022,151800,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,130240,senior,full_time,Data Scientist,United States,on_site,United States,medium,Data
2022,165000,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,140250,senior,full_time,Analytics Engineer,United States,remote,United States,medium,Others
2022,135000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,115000,senior,full_time,Data Engineer,United States,on_site,United States,medium,Data
2022,179400,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
2022,154000,senior,full_time,Data Scientist,United States,remote,United States,medium,Data
